Date,Fiscal_Year,Province_No,Province,District,Police_Station,Crime_Category,Victim_Demographic,Cases_Reported,Status,Year
6/1/2022,2021/22,5,Lumbini,Bardiya,Rajapur PS,Child Marriage,Girl-Child,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Rolpa,Rolpa Sadar PS,Child Marriage,Girl-Child,0,Under Investigation,2022
6/1/2022,2021/22,5,Lumbini,Eastern Rukum,WCSC Rukum,Child Marriage,Girl-Child,1,Filed,2022
6/1/2022,2021/22,6,Karnali,Surkhet,WCSC Surkhet,Child Marriage,Girl-Child,0,Decided,2022
6/1/2022,2021/22,6,Karnali,Dailekh,WCSC Dailekh,Child Marriage,Boy-Child,0,Decided,2022
6/1/2022,2021/22,6,Karnali,Dolpa,WCSC Dunai,Child Marriage,Girl-Child,0,Under Investigation,2022
6/1/2022,2021/22,6,Karnali,Kalikot,WCSC Manma,Child Marriage,Girl-Child,0,Filed,2022
6/1/2022,2021/22,6,Karnali,Mugu,Mugu PS,Child Marriage,Girl-Child,0,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Kailali,Tikapur PS,Child Marriage,Girl-Child,1,Under Investigation,2022
6/1/2022,2021/22,7,Sudurpashchim,Dadeldhura,WCSC Dadeldhura,Child Marriage,Girl-Child,0,Filed,2022
6/1/2022,2021/22,7,Sudurpashchim,Bajura,WCSC Martadi,Child Marriage,Girl-Child,0,Filed,2022
6/1/2022,2021/22,7,Sudurpashchim,Baitadi,WCSC Baitadi,Child Marriage,Girl-Child,0,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Darchula,Mahakali PS,Child Marriage,Girl-Child,0,Decided,2022
6/1/2022,2021/22,1,Koshi,Morang,WCSC Biratnagar,Cybercrime,Girl-Child,5,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Sunsari,Itahari PS,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Jhapa,Mechinagar PS,Cybercrime,Boy-Child,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Dhankuta,Dhankuta Sadar PS,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Sankhuwasabha,Chainpur PS,Cybercrime,Boy-Child,2,Decided,2022
6/1/2022,2021/22,1,Koshi,Terhathum,WCSC Myanglung,Cybercrime,Woman,2,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Ilam,Mai Valley PS,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Bhojpur,Bhojpur Sadar PS,Cybercrime,Boy-Child,2,Decided,2022
6/1/2022,2021/22,1,Koshi,Solukhumbu,Solukhumbu PS,Cybercrime,Boy-Child,2,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Okhaldhunga,Siddhicharan PS,Cybercrime,Boy-Child,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Khotang,Khotang PS,Cybercrime,Boy-Child,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Udayapur,WCSC Gaighat,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Panchthar,WCSC Phidim,Cybercrime,Girl-Child,0,Filed,2022
6/1/2022,2021/22,2,Madhesh,Siraha,WCSC Siraha,Cybercrime,Woman,2,Decided,2022
6/1/2022,2021/22,2,Madhesh,Mahottari,WCSC Gaur,Cybercrime,Boy-Child,2,Decided,2022
6/1/2022,2021/22,2,Madhesh,Sarlahi,WCSC Malangwa,Cybercrime,Boy-Child,2,Decided,2022
6/1/2022,2021/22,2,Madhesh,Bara,WCSC Birgunj,Cybercrime,Woman,2,Under Investigation,2022
6/1/2022,2021/22,2,Madhesh,Parsa,Parsa Sadar PS,Cybercrime,Woman,3,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Kathmandu,Metropolitan Police Range,Cybercrime,Woman,85,Decided,2022
6/1/2022,2021/22,3,Bagmati,Lalitpur,Godawari PS,Cybercrime,Boy-Child,44,Decided,2022
6/1/2022,2021/22,3,Bagmati,Bhaktapur,Suryabinayak PS,Cybercrime,Boy-Child,29,Decided,2022
6/1/2022,2021/22,3,Bagmati,Sindhulpalchok,Bahrabise PS,Cybercrime,Boy-Child,21,Decided,2022
6/1/2022,2021/22,3,Bagmati,Kavre,Panauti PS,Cybercrime,Woman,17,Decided,2022
6/1/2022,2021/22,3,Bagmati,Rasuwa,WCSC Rasuwa,Cybercrime,Woman,21,Decided,2022
6/1/2022,2021/22,3,Bagmati,Nuwakot,WCSC Bidur,Cybercrime,Boy-Child,11,Decided,2022
6/1/2022,2021/22,3,Bagmati,Chitwan,Rapti PS,Cybercrime,Woman,35,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Makwanpur,Thaha PS,Cybercrime,Woman,24,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Dhading,WCSC Nilkantha,Cybercrime,Woman,22,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Sindhuli,WCSC Sindhuli,Cybercrime,Boy-Child,17,Decided,2022
6/1/2022,2021/22,3,Bagmati,Ramechhap,WCSC Ramechhap,Cybercrime,Woman,20,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Dolakha,WCSC Dolakha,Cybercrime,Boy-Child,29,Decided,2022
6/1/2022,2021/22,4,Gandaki,Kaski,Lekhnath PS,Cybercrime,Boy-Child,1,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Syangja,Waling PS,Cybercrime,Boy-Child,2,Decided,2022
6/1/2022,2021/22,4,Gandaki,Lamjung,WCSC Besisahar,Cybercrime,Woman,1,Filed,2022
6/1/2022,2021/22,4,Gandaki,Mustang,WCSC Jomsom,Cybercrime,Woman,2,Decided,2022
6/1/2022,2021/22,4,Gandaki,Myagdi,WCSC Baglung,Cybercrime,Woman,0,Decided,2022
6/1/2022,2021/22,4,Gandaki,Baglung,WCSC Baglung,Cybercrime,Woman,1,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Parbat,Parbat PS,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,4,Gandaki,Nawalpur,Nawalpur PS,Cybercrime,Boy-Child,0,Filed,2022
6/1/2022,2021/22,5,Lumbini,Rupandehi,Sainamaina PS,Cybercrime,Boy-Child,4,Decided,2022
6/1/2022,2021/22,5,Lumbini,Kapilvastu,Kapilvastu Sadar PS,Cybercrime,Boy-Child,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Arghakhanchi,Arghakhanchi PS,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Palpa,WCSC Tansen,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Nawalparasi (E),Nawalparasi PS,Cybercrime,Woman,1,Filed,2022
6/1/2022,2021/22,5,Lumbini,Gulmi,Gulmi Sadar PS,Cybercrime,Boy-Child,1,Under Investigation,2022
6/1/2022,2021/22,5,Lumbini,Dang,Dang PS,Cybercrime,Woman,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Banke,Kohalpur PS,Cybercrime,Woman,2,Decided,2022
6/1/2022,2021/22,5,Lumbini,Bardiya,Bardiya PS,Cybercrime,Woman,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Rolpa,WCSC Rolpa,Cybercrime,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Eastern Rukum,Putha Uttarganga PS,Cybercrime,Woman,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Pyuthan,WCSC Pyuthan,Cybercrime,Boy-Child,0,Decided,2022
6/1/2022,2021/22,6,Karnali,Surkhet,Bheriganga PS,Cybercrime,Woman,1,Under Investigation,2022
6/1/2022,2021/22,6,Karnali,Dolpa,WCSC Dunai,Cybercrime,Woman,0,Under Investigation,2022
6/1/2022,2021/22,6,Karnali,Humla,WCSC Simikot,Cybercrime,Woman,0,Filed,2022
6/1/2022,2021/22,6,Karnali,Jumla,Jumla PS,Cybercrime,Woman,0,Under Investigation,2022
6/1/2022,2021/22,6,Karnali,Mugu,Mugu PS,Cybercrime,Woman,2,Decided,2022
6/1/2022,2021/22,6,Karnali,Salyan,Bangad Kupinde PS,Cybercrime,Woman,0,Decided,2022
6/1/2022,2021/22,6,Karnali,Jajarkot,WCSC Khalanga Jajarkot,Cybercrime,Boy-Child,0,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Kailali,Seti PS,Cybercrime,Woman,2,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Kanchanpur,Krishnapur PS,Cybercrime,Woman,0,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Bajhang,Bajhang PS,Cybercrime,Boy-Child,0,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Bajura,Bajura PS,Cybercrime,Boy-Child,1,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Darchula,Mahakali PS,Cybercrime,Boy-Child,1,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Morang,WCSC Biratnagar,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Taplejung,WCSC Taplejung,Sexual Harassment,Girl-Child,0,Decided,2022
6/1/2022,2021/22,1,Koshi,Sankhuwasabha,WCSC Khandbari,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,1,Koshi,Terhathum,WCSC Myanglung,Sexual Harassment,Girl-Child,2,Filed,2022
6/1/2022,2021/22,1,Koshi,Ilam,Mai Valley PS,Sexual Harassment,Girl-Child,1,Filed,2022
6/1/2022,2021/22,1,Koshi,Bhojpur,WCSC Bhojpur,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Khotang,WCSC Diktel,Sexual Harassment,Girl-Child,1,Filed,2022
6/1/2022,2021/22,1,Koshi,Udayapur,Triyuga PS,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Panchthar,WCSC Phidim,Sexual Harassment,Girl-Child,0,Decided,2022
6/1/2022,2021/22,2,Madhesh,Dhanusha,WCSC Janakpur,Sexual Harassment,Woman,1,Under Investigation,2022
6/1/2022,2021/22,2,Madhesh,Mahottari,Jaleshwar PS,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,2,Madhesh,Sarlahi,WCSC Malangwa,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,2,Madhesh,Bara,Kalaiya PS,Sexual Harassment,Girl-Child,1,Decided,2022
6/1/2022,2021/22,2,Madhesh,Parsa,Pokhariya PS,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,3,Bagmati,Kathmandu,WCSC Thamel,Sexual Harassment,Woman,3,Decided,2022
6/1/2022,2021/22,3,Bagmati,Lalitpur,WCSC Patan,Sexual Harassment,Woman,3,Filed,2022
6/1/2022,2021/22,3,Bagmati,Bhaktapur,WCSC Bhaktapur,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,3,Bagmati,Kavre,WCSC Dhulikhel,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,3,Bagmati,Rasuwa,Dhunche PS,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Dhading,Dhading PS,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Sindhuli,Kamalamai PS,Sexual Harassment,Woman,2,Filed,2022
6/1/2022,2021/22,3,Bagmati,Ramechhap,WCSC Ramechhap,Sexual Harassment,Girl-Child,1,Decided,2022
6/1/2022,2021/22,3,Bagmati,Dolakha,Bhimeshwor PS,Sexual Harassment,Woman,1,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Kaski,Pokhara PS,Sexual Harassment,Woman,0,Filed,2022
6/1/2022,2021/22,4,Gandaki,Syangja,WCSC Syangja,Sexual Harassment,Girl-Child,0,Decided,2022
6/1/2022,2021/22,4,Gandaki,Lamjung,WCSC Besisahar,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Mustang,WCSC Jomsom,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Myagdi,Myagdi PS,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,4,Gandaki,Baglung,WCSC Baglung,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Parbat,Parbat PS,Sexual Harassment,Girl-Child,2,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Nawalpur,Nawalpur PS,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Rupandehi,Sainamaina PS,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Kapilvastu,WCSC Taulihawa,Sexual Harassment,Girl-Child,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Arghakhanchi,WCSC Sandhikharka,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,5,Lumbini,Palpa,Palpa PS,Sexual Harassment,Woman,1,Under Investigation,2022
6/1/2022,2021/22,5,Lumbini,Nawalparasi (E),WCSC Parasi,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Gulmi,Gulmi Sadar PS,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Dang,Tulsipur PS,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Banke,Kohalpur PS,Sexual Harassment,Woman,2,Decided,2022
6/1/2022,2021/22,5,Lumbini,Rolpa,WCSC Rolpa,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,5,Lumbini,Eastern Rukum,WCSC Rukum,Sexual Harassment,Woman,0,Filed,2022
6/1/2022,2021/22,6,Karnali,Surkhet,Bheriganga PS,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,6,Karnali,Dailekh,WCSC Dailekh,Sexual Harassment,Woman,0,Decided,2022
6/1/2022,2021/22,6,Karnali,Dolpa,Dolpa PS,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,6,Karnali,Humla,Humla PS,Sexual Harassment,Woman,0,Filed,2022
6/1/2022,2021/22,6,Karnali,Kalikot,Kalikot PS,Sexual Harassment,Woman,3,Decided,2022
6/1/2022,2021/22,6,Karnali,Salyan,WCSC Salyan,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,6,Karnali,Western Rukum,Musikot PS,Sexual Harassment,Woman,1,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Kailali,Seti PS,Sexual Harassment,Woman,0,Filed,2022
6/1/2022,2021/22,7,Sudurpashchim,Kanchanpur,WCSC Mahendranagar,Sexual Harassment,Woman,2,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Dadeldhura,WCSC Dadeldhura,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,7,Sudurpashchim,Baitadi,Dasharathchand PS,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,7,Sudurpashchim,Darchula,WCSC Darchula,Sexual Harassment,Girl-Child,0,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Achham,Mangalsen PS,Sexual Harassment,Woman,0,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Morang,WCSC Biratnagar,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Sunsari,WCSC Inaruwa,Physical Abuse,Boy-Child,1,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Jhapa,WCSC Birtamod,Physical Abuse,Woman,1,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Dhankuta,Dhankuta Sadar PS,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Taplejung,WCSC Taplejung,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Terhathum,WCSC Myanglung,Physical Abuse,Woman,2,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Ilam,WCSC Ilam,Physical Abuse,Woman,0,Decided,2022
6/1/2022,2021/22,1,Koshi,Bhojpur,Bhojpur Sadar PS,Physical Abuse,Boy-Child,0,Decided,2022
6/1/2022,2021/22,1,Koshi,Solukhumbu,Solukhumbu PS,Physical Abuse,Girl-Child,2,Filed,2022
6/1/2022,2021/22,1,Koshi,Okhaldhunga,Siddhicharan PS,Physical Abuse,Woman,1,Under Investigation,2022
6/1/2022,2021/22,1,Koshi,Khotang,Khotang PS,Physical Abuse,Girl-Child,1,Decided,2022
6/1/2022,2021/22,1,Koshi,Panchthar,WCSC Phidim,Physical Abuse,Girl-Child,0,Decided,2022
6/1/2022,2021/22,2,Madhesh,Siraha,Golbazar PS,Physical Abuse,Woman,5,Decided,2022
6/1/2022,2021/22,2,Madhesh,Saptari,Saptari PS,Physical Abuse,Woman,1,Under Investigation,2022
6/1/2022,2021/22,2,Madhesh,Dhanusha,Mithila PS,Physical Abuse,Girl-Child,4,Decided,2022
6/1/2022,2021/22,2,Madhesh,Mahottari,WCSC Gaur,Physical Abuse,Woman,7,Filed,2022
6/1/2022,2021/22,2,Madhesh,Sarlahi,WCSC Malangwa,Physical Abuse,Woman,3,Decided,2022
6/1/2022,2021/22,2,Madhesh,Bara,WCSC Birgunj,Physical Abuse,Woman,7,Decided,2022
6/1/2022,2021/22,2,Madhesh,Parsa,WCSC Birgunj,Physical Abuse,Woman,4,Decided,2022
6/1/2022,2021/22,2,Madhesh,Rautahat,Chandrapur PS,Physical Abuse,Woman,4,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Kathmandu,WCSC Thamel,Physical Abuse,Woman,4,Decided,2022
6/1/2022,2021/22,3,Bagmati,Lalitpur,Godawari PS,Physical Abuse,Woman,4,Decided,2022
6/1/2022,2021/22,3,Bagmati,Bhaktapur,WCSC Bhaktapur,Physical Abuse,Boy-Child,3,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Sindhulpalchok,WCSC Chautara,Physical Abuse,Girl-Child,0,Decided,2022
6/1/2022,2021/22,3,Bagmati,Kavre,WCSC Dhulikhel,Physical Abuse,Woman,2,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Rasuwa,WCSC Rasuwa,Physical Abuse,Woman,0,Decided,2022
6/1/2022,2021/22,3,Bagmati,Nuwakot,WCSC Bidur,Physical Abuse,Woman,2,Decided,2022
6/1/2022,2021/22,3,Bagmati,Chitwan,Bharatpur PS,Physical Abuse,Girl-Child,2,Decided,2022
6/1/2022,2021/22,3,Bagmati,Makwanpur,Hetauda PS,Physical Abuse,Woman,2,Decided,2022
6/1/2022,2021/22,3,Bagmati,Sindhuli,WCSC Sindhuli,Physical Abuse,Woman,0,Under Investigation,2022
6/1/2022,2021/22,3,Bagmati,Dolakha,WCSC Dolakha,Physical Abuse,Woman,0,Decided,2022
6/1/2022,2021/22,4,Gandaki,Kaski,WCSC Baidam Pokhara,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,4,Gandaki,Syangja,WCSC Syangja,Physical Abuse,Woman,1,Filed,2022
6/1/2022,2021/22,4,Gandaki,Lamjung,WCSC Besisahar,Physical Abuse,Girl-Child,0,Under Investigation,2022
6/1/2022,2021/22,4,Gandaki,Myagdi,WCSC Baglung,Physical Abuse,Boy-Child,2,Decided,2022
6/1/2022,2021/22,4,Gandaki,Nawalpur,WCSC Kawasoti,Physical Abuse,Girl-Child,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Rupandehi,Butwal PS,Physical Abuse,Woman,4,Under Investigation,2022
6/1/2022,2021/22,5,Lumbini,Palpa,Palpa PS,Physical Abuse,Woman,4,Decided,2022
6/1/2022,2021/22,5,Lumbini,Gulmi,Gulmi Sadar PS,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Dang,Tulsipur PS,Physical Abuse,Woman,5,Decided,2022
6/1/2022,2021/22,5,Lumbini,Banke,Nepalgunj PS,Physical Abuse,Woman,2,Filed,2022
6/1/2022,2021/22,5,Lumbini,Bardiya,WCSC Gulariya,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Rolpa,WCSC Rolpa,Physical Abuse,Girl-Child,2,Decided,2022
6/1/2022,2021/22,5,Lumbini,Eastern Rukum,Putha Uttarganga PS,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,5,Lumbini,Pyuthan,Khalanga PS,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,6,Karnali,Dolpa,Dolpa PS,Physical Abuse,Girl-Child,1,Decided,2022
6/1/2022,2021/22,6,Karnali,Jumla,WCSC Khalanga Jumla,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,6,Karnali,Mugu,Mugu PS,Physical Abuse,Woman,1,Filed,2022
6/1/2022,2021/22,6,Karnali,Salyan,Bangad Kupinde PS,Physical Abuse,Woman,1,Under Investigation,2022
6/1/2022,2021/22,6,Karnali,Jajarkot,WCSC Khalanga Jajarkot,Physical Abuse,Woman,1,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Kailali,Lamki PS,Physical Abuse,Woman,1,Filed,2022
6/1/2022,2021/22,7,Sudurpashchim,Kanchanpur,Krishnapur PS,Physical Abuse,Girl-Child,1,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Dadeldhura,Amargadhi PS,Physical Abuse,Woman,0,Decided,2022
6/1/2022,2021/22,7,Sudurpashchim,Darchula,Mahakali PS,Physical Abuse,Boy-Child,0,Under Investigation,2022
6/1/2022,2021/22,7,Sudurpashchim,Achham,WCSC Sanphebagar,Physical Abuse,Woman,0,Under Investigation,2022
7/1/2022,2021/22,1,Koshi,Morang,Urlabari PS,Rape,Girl-Child,3,Filed,2022
7/1/2022,2021/22,1,Koshi,Sunsari,WCSC Inaruwa,Rape,Girl-Child,2,Filed,2022
7/1/2022,2021/22,1,Koshi,Jhapa,WCSC Birtamod,Rape,Girl-Child,1,Decided,2022
7/1/2022,2021/22,1,Koshi,Dhankuta,Dhankuta Sadar PS,Rape,Girl-Child,5,Decided,2022
7/1/2022,2021/22,1,Koshi,Taplejung,Phungling PS,Rape,Girl-Child,6,Under Investigation,2022
7/1/2022,2021/22,1,Koshi,Sankhuwasabha,WCSC Khandbari,Rape,Girl-Child,3,Decided,2022
7/1/2022,2021/22,1,Koshi,Terhathum,WCSC Myanglung,Rape,Woman,3,Decided,2022
7/1/2022,2021/22,1,Koshi,Ilam,WCSC Ilam,Rape,Woman,4,Under Investigation,2022
7/1/2022,2021/22,1,Koshi,Bhojpur,WCSC Bhojpur,Rape,Woman,4,Decided,2022
7/1/2022,2021/22,1,Koshi,Solukhumbu,WCSC Salleri,Rape,Woman,2,Decided,2022
7/1/2022,2021/22,1,Koshi,Okhaldhunga,Siddhicharan PS,Rape,Girl-Child,2,Under Investigation,2022
7/1/2022,2021/22,1,Koshi,Khotang,Khotang PS,Rape,Girl-Child,4,Decided,2022
7/1/2022,2021/22,1,Koshi,Udayapur,WCSC Gaighat,Rape,Girl-Child,5,Filed,2022
7/1/2022,2021/22,1,Koshi,Panchthar,WCSC Phidim,Rape,Woman,3,Under Investigation,2022
7/1/2022,2021/22,2,Madhesh,Siraha,WCSC Siraha,Rape,Girl-Child,3,Under Investigation,2022
7/1/2022,2021/22,2,Madhesh,Saptari,WCSC Rajbiraj,Rape,Girl-Child,1,Decided,2022
7/1/2022,2021/22,2,Madhesh,Dhanusha,Janakpur PS,Rape,Woman,2,Decided,2022
7/1/2022,2021/22,2,Madhesh,Mahottari,WCSC Gaur,Rape,Woman,1,Filed,2022
7/1/2022,2021/22,2,Madhesh,Sarlahi,WCSC Malangwa,Rape,Girl-Child,6,Decided,2022
7/1/2022,2021/22,2,Madhesh,Bara,WCSC Birgunj,Rape,Woman,2,Decided,2022
7/1/2022,2021/22,2,Madhesh,Parsa,Pokhariya PS,Rape,Girl-Child,1,Decided,2022
7/1/2022,2021/22,2,Madhesh,Rautahat,Rautahat PS,Rape,Girl-Child,3,Decided,2022
7/1/2022,2021/22,3,Bagmati,Kathmandu,Hanumandhoka PS,Rape,Woman,13,Decided,2022
7/1/2022,2021/22,3,Bagmati,Lalitpur,WCSC Patan,Rape,Woman,6,Filed,2022
7/1/2022,2021/22,3,Bagmati,Bhaktapur,WCSC Bhaktapur,Rape,Girl-Child,4,Filed,2022
7/1/2022,2021/22,3,Bagmati,Sindhulpalchok,WCSC Chautara,Rape,Girl-Child,2,Decided,2022
7/1/2022,2021/22,3,Bagmati,Kavre,Panauti PS,Rape,Woman,4,Decided,2022
7/1/2022,2021/22,3,Bagmati,Rasuwa,WCSC Rasuwa,Rape,Woman,2,Under Investigation,2022
7/1/2022,2021/22,3,Bagmati,Nuwakot,WCSC Bidur,Rape,Woman,5,Decided,2022
7/1/2022,2021/22,3,Bagmati,Chitwan,Rapti PS,Rape,Girl-Child,3,Decided,2022
7/1/2022,2021/22,3,Bagmati,Makwanpur,WCSC Hetauda,Rape,Girl-Child,5,Decided,2022
7/1/2022,2021/22,3,Bagmati,Dhading,Dhading PS,Rape,Woman,4,Decided,2022
7/1/2022,2021/22,3,Bagmati,Sindhuli,WCSC Sindhuli,Rape,Girl-Child,5,Decided,2022
7/1/2022,2021/22,3,Bagmati,Ramechhap,Manthali PS,Rape,Girl-Child,1,Decided,2022
7/1/2022,2021/22,3,Bagmati,Dolakha,WCSC Dolakha,Rape,Woman,2,Decided,2022
7/1/2022,2021/22,4,Gandaki,Kaski,Pokhara PS,Rape,Girl-Child,3,Decided,2022
7/1/2022,2021/22,4,Gandaki,Syangja,Waling PS,Rape,Girl-Child,3,Under Investigation,2022
7/1/2022,2021/22,4,Gandaki,Tanahu,Byas PS,Rape,Girl-Child,4,Decided,2022
7/1/2022,2021/22,4,Gandaki,Lamjung,Lamjung PS,Rape,Woman,4,Decided,2022
7/1/2022,2021/22,4,Gandaki,Manang,WCSC Chame,Rape,Woman,3,Filed,2022
7/1/2022,2021/22,4,Gandaki,Mustang,Mustang PS,Rape,Girl-Child,2,Decided,2022
7/1/2022,2021/22,4,Gandaki,Myagdi,Myagdi PS,Rape,Woman,1,Decided,2022
7/1/2022,2021/22,4,Gandaki,Baglung,Baglung Sadar PS,Rape,Girl-Child,2,Decided,2022
7/1/2022,2021/22,4,Gandaki,Parbat,Parbat PS,Rape,Woman,2,Decided,2022
7/1/2022,2021/22,5,Lumbini,Rupandehi,Sainamaina PS,Rape,Woman,0,Under Investigation,2022
7/1/2022,2021/22,5,Lumbini,Kapilvastu,WCSC Taulihawa,Rape,Woman,1,Decided,2022
7/1/2022,2021/22,5,Lumbini,Arghakhanchi,WCSC Sandhikharka,Rape,Girl-Child,1,Decided,2022
7/1/2022,2021/22,5,Lumbini,Palpa,Palpa PS,Rape,Girl-Child,0,Under Investigation,2022
7/1/2022,2021/22,5,Lumbini,Nawalparasi (E),WCSC Parasi,Rape,Woman,4,Decided,2022
7/1/2022,2021/22,5,Lumbini,Gulmi,Gulmi Sadar PS,Rape,Girl-Child,3,Decided,2022
7/1/2022,2021/22,5,Lumbini,Dang,Tulsipur PS,Rape,Girl-Child,3,Decided,2022
7/1/2022,2021/22,5,Lumbini,Banke,Kohalpur PS,Rape,Girl-Child,2,Decided,2022
7/1/2022,2021/22,5,Lumbini,Bardiya,Rajapur PS,Rape,Girl-Child,3,Filed,2022
7/1/2022,2021/22,5,Lumbini,Rolpa,WCSC Rolpa,Rape,Girl-Child,4,Decided,2022
7/1/2022,2021/22,5,Lumbini,Eastern Rukum,Putha Uttarganga PS,Rape,Girl-Child,8,Decided,2022
7/1/2022,2021/22,5,Lumbini,Pyuthan,WCSC Pyuthan,Rape,Girl-Child,0,Decided,2022
7/1/2022,2021/22,6,Karnali,Surkhet,Bheriganga PS,Rape,Girl-Child,1,Decided,2022
